Data Name,Data Name Link,Data Source,Data Source Link
Percentage of students in tertiary education enrolled in Education programmes. Both sexes,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aFOSEP_56_F140%3bref_area%3aZAF,UIS Data Centre,javascript:;
Proportion of population in malaria risk areas using effective malaria treatment measures,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a139%3bcrID%3a483%2c484%2c535,The State of the World’s Children,javascript:;
"Internally displaced persons, total displaced by conflict and violence (number of people)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aVC.IDP.TOCV%3bCountry_Code%3aAFW%2cSSA%2cSSF%2cTSS,World Development Indicators,javascript:;
Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210090R%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210090U%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
"Occupied housing units by type of housing unit, type of lighting and urban/rural location",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a294%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Teachers salaries as % of current educational expenditure; Secondary; public institutions,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXNATURCP_23_FDPUB_FNTS%3bref_area%3aZAF,UIS Data Centre,javascript:;
Central bank/monetary authorities - liabilities included in the definition of quasi-money,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a15%3bCountryCode%3a199,International Financial Statistics,javascript:;
Other financial corporations/other banking/nonbank financial institutions - foreign assets,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a41%3bCountryCode%3a199,International Financial Statistics,javascript:;
"Age-standardized mortality rate by cause (ages 30-70, per 100 000 population) - All causes",https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS2_3070_all%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Financial corporations survey/banking survey - liabilities included in definition of money,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a54%3bCountryCode%3a199,International Financial Statistics,javascript:;
Antenatal care coverage - at least one visit (in the three years preceding the survey) (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aanc13%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3adptv%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS4_100%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Proportion of population in malaria risk areas using effective malaria prevention measures,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a119%3bcrID%3a483%2c484%2c535,The State of the World’s Children,javascript:;
"Wood, non-coniferous: sawn or chipped lengthwise and thicker than 6mm; continuously shaped",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a31000-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Internally displaced persons, new displacement associated with disasters (number of cases)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aVC.IDP.NWDS%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210090F%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210091F%3bcountryCode%3a202%2c420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Occupants of housing units by type of housing unit and number of rooms for selected cities,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a316%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Estimated number of people eligible for antiretroviral therapy according to 2010 guidelines,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aHIV_0000000022%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Trade of goods, US$, HS, 06 Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a7%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Other financial corporations/other banking/nonbank financial institutions - domestic credit,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a42%3bCountryCode%3a199,International Financial Statistics,javascript:;
Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aanc45%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Percentage of students in tertiary education ISCED (2011) level 5 programmes who are female,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aFEP_5_B%3bref_area%3aZAF,UIS Data Centre,javascript:;
Percentage of students in tertiary education ISCED (2011) level 8 programmes who are female,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aFEP_6%3bref_area%3aZAF,UIS Data Centre,javascript:;
Percentage of students in tertiary education enrolled in Agriculture programmes. Both sexes,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aFOSEP_56_F600%3bref_area%3aZAF,UIS Data Centre,javascript:;
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aLP.LPI.LOGS.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aSI.SPR.PC40%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
Population by broad types of living quarters/number of roofless and sex for selected cities,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a310%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
"Households by type of household, age and sex of head of household or other reference member",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a326%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Depository corporations survey/monetary survey - liabilities included in definition of money,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a34%3bCountryCode%3a199,International Financial Statistics,javascript:;
Antenatal care coverage - at least four visits (in the three years preceding the survey) (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aanc43%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Percentage of tertiary graduates from Engineering, Manufacturing and Construction programmes",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aFOSGP_56_F500%3bref_area%3aZAF,UIS Data Centre,javascript:;
All personnel salaries as % of current educational expenditure; Primary; public institutions,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXNATURCP_1_FDPUB_FNS%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Population not economically active by functional category, age, sex and urban/rural residence",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a39%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
"Trade of goods, US$, HS, 66 Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a67%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Current educational expenditure in Pre-primary as % of total current educational expenditure.,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aED_EC0TO%3bref_area%3aZAF,UIS Data Centre,javascript:;
Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aTB_c_new_snep_tsr%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Alcohol consumption among adults aged >=15 years (litres of pure alcohol per person per year),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHOSIS_000011%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Occupants of housing units by type of housing unit, number of rooms and urban/rural residence",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a315%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
"Trade of goods, US$, HS, 36 Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a37%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
"Educational attainment: completed post-secondary (ISCED 4 or higher), population 25+ years (%)",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aEA_4t8_Ag25t99%3bref_area%3aZAF,UIS Data Centre,javascript:;
Proportion of population who consider a husband to be justified in hitting or beating his wife,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a229%3bcrID%3a483%2c484%2c485%2c535,The State of the World’s Children,javascript:;
"Population by broad types of living quarters/number of roofless, sex and urban/rural residence",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a309%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
All personnel salaries as % of current educational expenditure; Secondary; public institutions,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXNATURCP_23_FDPUB_FNS%3bref_area%3aZAF,UIS Data Centre,javascript:;
Other depository corporations/deposit money banks - liabilities included in definition of money,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a24%3bCountryCode%3a199,International Financial Statistics,javascript:;
"Trade of goods, US$, HS, 58 Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a59%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIQ.CPA.TRAN.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS,World Development Indicators,javascript:;
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aLP.LPI.ITRN.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Households in housing units by type of housing unit and tenure of household for selected cities,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a305%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Population in collective living quarters by type of living quarters and sex for selected cities,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a314%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Public current educational expenditure in Primary as % of public current educational expediture,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXLEVEL_1_FSGOV_FNCUR_FFD%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Flat-rolled products of iron or non-alloy steel, plated or coated with zinc (galvanized sheets)",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a41232-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aDT.TDS.DPPG.XP.ZS%3bCountry_Code%3aAFE%2cAFW%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Time spent dealing with the requirements of government regulations (% of senior management time),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.GOV.DURS.ZS%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210400TSUB%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Public current educational expenditure in Tertiary as % of public current educational expediture,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXLEVEL_56_FSGOV_FNCUR_FFD%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Trade of goods, US$, HS, 56 Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a57%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a111%3bcrID%3a483%2c484%2c494%2c535,The State of the World’s Children,javascript:;
Social security expenditure on health as a percentage of general government expenditure on health,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS7_134%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Public current educational expenditure in Secondary as % of public current educational expediture,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXLEVEL_23_FSGOV_FNCUR_FFD%3bref_area%3aZAF,UIS Data Centre,javascript:;
Percentage of educational current expenditure on teaching materials; Primary; public institutions,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXNATURCP_1_FDPUB_FNBOOKS%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Trade of goods, US$, HS, 16 Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a17%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
"Trade of goods, US$, HS, 47 Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a48%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Children aged <5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aort%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Percentage of students in tertiary education enrolled in Health and Welfare programmes. Both sexes,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aFOSEP_56_F700%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Gender parity index (GPI) for school life expectancy, primary to tertiary education (ISCED 1 to 8)",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aSLE_1T6_GPI%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
"Gross domestic expenditure on research and development (GERD) in '000 PPP$, constant prices - 2005",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aST_SCGERDPPK%3bref_area%3aZAF,UIS Data Centre,javascript:;
Occupied housing units by type of housing unit and type of water supply system for selected cities,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a283%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
"Households in housing units by type of housing unit, tenure of household and urban/rural residence",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a304%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
"Population in collective living quarters by type of living quarters, sex and urban/rural residence",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a313%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
"Table 2.3 Output, gross value added, and fixed assets by industries at current prices (ISIC Rev. 3)",https://data.un.org/Data.aspx?q=africa&d=SNA&f=group_code%3a203%3bcountry_code%3a710,National Accounts Official Country Data,javascript:;
"Students in tertiary education enrolled in Social Sciences, Business and Law programmes. Both sexes",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aE_56_F300%3bref_area%3aZAF,UIS Data Centre,javascript:;
Percentage of students in tertiary education enrolled in Humanities and Arts programmes. Both sexes,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aFOSEP_56_F200%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Gender parity index (GPI) for school life expectancy, primary to secondary education (ISCED 1 to 3)",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aSLE_123_GPI%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
